테이블명,컬럼명,데이터타입,NULL허용,기본값,위치
tour_booking,booking_status,USER-DEFINED,NULL 가능,'pending'::booking_status,17
tour_booking,payment_status,USER-DEFINED,NULL 가능,'unpaid'::payment_status,18
tour_booking,payment_method,USER-DEFINED,NULL 가능,null,19
tour_booking,special_requests,text,NULL 가능,null,20
tour_booking,selected_options,jsonb,NULL 가능,null,21
tour_booking,guide_info,jsonb,NULL 가능,null,22
tour_booking,booking_source,text,NULL 가능,'kakao'::text,23
tour_booking,notes,text,NULL 가능,null,24
tour_booking,created_at,timestamp with time zone,NULL 가능,now(),25
tour_booking,updated_at,timestamp with time zone,NULL 가능,now(),26
tour_booking,cancelled_at,timestamp with time zone,NULL 가능,null,27
tour_cancellation_policy,policy_id,uuid,NOT NULL,gen_random_uuid(),1
tour_cancellation_policy,tour_id,uuid,NOT NULL,null,2
tour_cancellation_policy,policy_name,text,NULL 가능,null,3
tour_cancellation_policy,order_seq,integer,NULL 가능,null,4
tour_cancellation_policy,days_before_min,integer,NULL 가능,null,5
tour_cancellation_policy,days_before_max,integer,NULL 가능,null,6
tour_cancellation_policy,penalty_type,text,NULL 가능,null,7
tour_cancellation_policy,penalty_amount,numeric,NULL 가능,null,8
tour_cancellation_policy,penalty_rate,numeric,NULL 가능,null,9
tour_cancellation_policy,description,text,NULL 가능,null,10
tour_cancellation_policy,refundable,boolean,NULL 가능,true,11
tour_cancellation_policy,notes,text,NULL 가능,null,12
tour_cancellation_policy,created_at,timestamp with time zone,NULL 가능,now(),13
tour_cruise_integration,cruise_integration_id,uuid,NOT NULL,gen_random_uuid(),1
tour_cruise_integration,tour_id,uuid,NOT NULL,null,2
tour_cruise_integration,is_cruise_compatible,boolean,NULL 가능,true,3
tour_cruise_integration,cruise_addon_type,text,NULL 가능,'standalone'::text,4
tour_cruise_integration,cruise_linking_note,text,NULL 가능,null,5
tour_cruise_integration,requires_cruise_booking,boolean,NULL 가능,false,6
tour_cruise_integration,cruise_booking_code,text,NULL 가능,null,7
tour_cruise_integration,cruise_contact_info,jsonb,NULL 가능,null,8
tour_cruise_integration,is_active,boolean,NULL 가능,true,9
tour_cruise_integration,created_at,timestamp with time zone,NULL 가능,CURRENT_TIMESTAMP,10
tour_cruise_integration,updated_at,timestamp with time zone,NULL 가능,CURRENT_TIMESTAMP,11
tour_exclusions,exclusion_id,uuid,NOT NULL,gen_random_uuid(),1
tour_exclusions,tour_id,uuid,NOT NULL,null,2
tour_exclusions,order_seq,integer,NULL 가능,null,3
tour_exclusions,description,text,NOT NULL,null,4
tour_exclusions,category,text,NULL 가능,null,5
tour_exclusions,estimated_price,numeric,NULL 가능,null,6
tour_exclusions,price_currency,text,NULL 가능,'VND'::text,7
tour_exclusions,notes,text,NULL 가능,null,8
tour_exclusions,created_at,timestamp with time zone,NULL 가능,now(),9
tour_important_info,info_id,uuid,NOT NULL,gen_random_uuid(),1
tour_important_info,tour_id,uuid,NOT NULL,null,2
tour_important_info,info_type,USER-DEFINED,NULL 가능,null,3
tour_important_info,title,text,NULL 가능,null,4
tour_important_info,content,text,NOT NULL,null,5
tour_important_info,order_seq,integer,NULL 가능,null,6
tour_important_info,is_highlighted,boolean,NULL 가능,false,7
tour_important_info,icon,text,NULL 가능,null,8
tour_important_info,created_at,timestamp with time zone,NULL 가능,now(),9
tour_inclusions,inclusion_id,uuid,NOT NULL,gen_random_uuid(),1
tour_inclusions,tour_id,uuid,NOT NULL,null,2
tour_inclusions,order_seq,integer,NULL 가능,null,3
tour_inclusions,description,text,NOT NULL,null,4
tour_inclusions,icon,text,NULL 가능,null,5
tour_inclusions,category,text,NULL 가능,null,6
tour_inclusions,created_at,timestamp with time zone,NULL 가능,now(),7
tour_payment_pricing,payment_pricing_id,uuid,NOT NULL,gen_random_uuid(),1
tour_payment_pricing,tour_id,uuid,NOT NULL,null,2
tour_payment_pricing,payment_method,text,NOT NULL,null,3
tour_payment_pricing,price,numeric,NOT NULL,null,4
tour_payment_pricing,price_adjustment,numeric,NULL 가능,null,5
tour_payment_pricing,currency,text,NULL 가능,'VND'::text,6
tour_payment_pricing,valid_from,date,NULL 가능,CURRENT_DATE,7
tour_payment_pricing,valid_until,date,NULL 가능,null,8
tour_payment_pricing,notes,text,NULL 가능,null,9
tour_payment_pricing,is_active,boolean,NULL 가능,true,10
tour_payment_pricing,created_at,timestamp with time zone,NULL 가능,CURRENT_TIMESTAMP,11
tour_payment_pricing,updated_at,timestamp with time zone,NULL 가능,CURRENT_TIMESTAMP,12
tour_pricing,pricing_id,uuid,NOT NULL,gen_random_uuid(),1
tour_pricing,tour_id,uuid,NOT NULL,null,2
tour_pricing,min_guests,integer,NOT NULL,null,3
tour_pricing,max_guests,integer,NOT NULL,null,4
tour_pricing,price_per_person,numeric,NOT NULL,null,5
tour_pricing,vehicle_type,text,NULL 가능,null,6
tour_pricing,deposit_amount,numeric,NULL 가능,null,7
tour_pricing,deposit_rate,numeric,NULL 가능,null,8
tour_pricing,deposit_payment_method,text,NULL 가능,'card'::text,9
tour_pricing,balance_payment_method,text,NULL 가능,null,10
tour_pricing,balance_currency,text,NULL 가능,'VND'::text,11
tour_pricing,season_key,USER-DEFINED,NULL 가능,'YEAR'::season_type,12
tour_pricing,valid_from,date,NULL 가능,null,13
tour_pricing,valid_until,date,NULL 가능,null,14
tour_pricing,is_active,boolean,NULL 가능,true,15
tour_pricing,created_at,timestamp with time zone,NULL 가능,now(),16
tour_pricing,updated_at,timestamp with time zone,NULL 가능,now(),17
tour_pricing,default_payment_method,text,NULL 가능,'cash'::text,18
tour_review,review_id,uuid,NOT NULL,gen_random_uuid(),1
tour_review,booking_id,uuid,NULL 가능,null,2
tour_review,user_id,uuid,NOT NULL,null,3
tour_review,tour_id,uuid,NOT NULL,null,4
tour_review,rating,integer,NOT NULL,null,5
tour_review,title,text,NULL 가능,null,6
tour_review,comment,text,NULL 가능,null,7
tour_review,verified_purchase,boolean,NULL 가능,true,8
tour_review,helpful_count,integer,NULL 가능,0,9
tour_review,images,jsonb,NULL 가능,null,10
tour_review,created_at,timestamp with time zone,NULL 가능,now(),11
tour_review,updated_at,timestamp with time zone,NULL 가능,now(),12
tour_schedule,schedule_id,uuid,NOT NULL,gen_random_uuid(),1
tour_schedule,tour_id,uuid,NOT NULL,null,2
tour_schedule,day_number,integer,NOT NULL,null,3
tour_schedule,order_seq,integer,NOT NULL,null,4
tour_schedule,start_time,time without time zone,NULL 가능,null,5
tour_schedule,end_time,time without time zone,NULL 가능,null,6
tour_schedule,activity_name,text,NOT NULL,null,7
tour_schedule,activity_description,text,NULL 가능,null,8
tour_schedule,location,text,NULL 가능,null,9
tour_schedule,duration_minutes,integer,NULL 가능,null,10
tour_schedule,notes,jsonb,NULL 가능,null,11
tour_schedule,optional,boolean,NULL 가능,false,12
tour_schedule,order_changeable,boolean,NULL 가능,true,13
tour_schedule,created_at,timestamp with time zone,NULL 가능,now(),14
tour_stats,tour_id,uuid,NULL 가능,null,1
tour_stats,tour_name,text,NULL 가능,null,2
tour_stats,total_reviews,bigint,NULL 가능,null,3
tour_stats,avg_rating,numeric,NULL 가능,null,4
tour_stats,total_bookings,bigint,NULL 가능,null,5
tour_stats,total_revenue,numeric,NULL 가능,null,6
users,id,uuid,NOT NULL,gen_random_uuid(),1
users,reservation_date,date,NULL 가능,null,2
users,email,text,NULL 가능,null,3
users,name,text,NULL 가능,null,4
users,english_name,text,NULL 가능,null,5
users,nickname,text,NULL 가능,null,6
users,phone_number,text,NULL 가능,null,7
users,created_at,timestamp with time zone,NULL 가능,now(),8
users,kakao_id,text,NULL 가능,null,9
users,role,text,NOT NULL,'member'::text,10
users,birth_date,date,NULL 가능,null,12
users,passport_number,character varying,NULL 가능,null,16
users,passport_expiry,date,NULL 가능,null,17
users,status,character varying,NULL 가능,'pending'::character varying,18
users,updated_at,timestamp with time zone,NULL 가능,now(),19
users,order_id,text,NULL 가능,null,20
users,child_birth_dates,jsonb,NULL 가능,'[]'::jsonb,21
v_customer_requests_stats,total_requests,bigint,NULL 가능,null,1
v_customer_requests_stats,pending_requests,bigint,NULL 가능,null,2
v_customer_requests_stats,in_progress_requests,bigint,NULL 가능,null,3
v_customer_requests_stats,completed_requests,bigint,NULL 가능,null,4
v_customer_requests_stats,rejected_requests,bigint,NULL 가능,null,5
v_customer_requests_stats,urgent_requests,bigint,NULL 가능,null,6
v_customer_requests_stats,today_requests,bigint,NULL 가능,null,7
v_customer_requests_stats,week_requests,bigint,NULL 가능,null,8
v_notification_stats,total_notifications,bigint,NULL 가능,null,1
v_notification_stats,unread_count,bigint,NULL 가능,null,2
v_notification_stats,read_count,bigint,NULL 가능,null,3
v_notification_stats,processing_count,bigint,NULL 가능,null,4
v_notification_stats,completed_count,bigint,NULL 가능,null,5
v_notification_stats,urgent_count,bigint,NULL 가능,null,6
v_notification_stats,high_count,bigint,NULL 가능,null,7
v_notification_stats,business_count,bigint,NULL 가능,null,8
v_notification_stats,customer_count,bigint,NULL 가능,null,9
